topic_id,topic_slug,topic_name,instrument_code,instrument_name,proposed_importance_weight,proposed_status,structural_relevance,market_recognition,topic_sensitivity_participation,scale_influence,durability,rationale,evidence_types,evidence_summary,source_count,source_urls,source_publication_dates,confidence_level,ambiguity_notes,membership_review_needed,researched_at,leader_set_research_version
,視覺檢測,視覺檢測,3535,晶彩科,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Favite's official product catalogue is explicitly dedicated to AOI inspection and metrology, directly matching the supplied visual-inspection topic and providing durable product-level evidence.",official company product/IR; annual report or regulatory/industry source,"Favite's official product catalogue is explicitly dedicated to AOI inspection and metrology, directly matching the supplied visual-inspection topic and providing durable product-level evidence.",2,https://www.favite.com/product-category/|https://www.favite.com/,current official product catalogue; current company site,HIGH,The supplied topic is single-member in PRIMARY; the one-name set reflects the available universe rather than a forced expansion.,false,2026-08-09,leader-set-research.v2
,記憶體模組／通路,記憶體模組／通路,3260,威剛,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,ADATA's official investor page identifies it as a global memory and storage brand and the world's second-largest DRAM module provider; its business page covers enterprise memory and storage.,official company product/IR; annual report or regulatory/industry source,ADATA's official investor page identifies it as a global memory and storage brand and the world's second-largest DRAM module provider; its business page covers enterprise memory and storage.,2,https://www.adata.com/sg/investor/|https://www.adata.com/en/applications/,undated current investor/application pages,HIGH,"The stock is a strong module/storage representative, but the repository topic also includes channel names; keep the set structural.",false,2026-08-09,leader-set-research.v2
,記憶體模組／通路,記憶體模組／通路,8271,宇瞻,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,Apacer's official materials identify it as a leading global digital-storage and memory manufacturer; its annual report shows memory modules and flash memory as core product categories.,official company product/IR; annual report or regulatory/industry source,Apacer's official materials identify it as a leading global digital-storage and memory manufacturer; its annual report shows memory modules and flash memory as core product categories.,3,https://www.apacer.com/en/news/news-and-events/content/widetemp_ddr5|https://www.apacer.com/upload/media/investor/financial/Annual_Report/2023_Annual_Report_EN.pdf|https://www.apacer.com/en/normaldownload/annual-report,undated current release; 2023 annual report; current annual-report index,HIGH,"Strong industrial-memory representative; review whether the topic intends consumer memory, industrial memory, or both.",false,2026-08-09,leader-set-research.v2
,記憶體模組／通路,記憶體模組／通路,8299,群聯,0.75,NEEDS_REVIEW,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Phison is a global NAND-controller and storage-solutions leader with controller design, system integration and NAND module products, but its center of gravity is controller/storage rather than pure memory-module distribution.",official company product/IR; annual report or regulatory/industry source,"Phison is a global NAND-controller and storage-solutions leader with controller design, system integration and NAND module products, but its center of gravity is controller/storage rather than pure memory-module distribution.",3,https://www.phison.com/about/|https://www.phison.com/technology/|https://www.phison.com/investor-relations/,undated current company/technology/IR pages,MEDIUM,"High-impact classification ambiguity: candidate for NAND/SSD or storage topic, but not automatically a top Leader for the current module/channel label.",true,2026-08-09,leader-set-research.v2
,記憶體製程,記憶體製程,2408,南亞科,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Nanya's official innovation and annual-report materials directly document DRAM process shrinkage, 10nm-class process qualification, DDR product qualification and long-running in-house memory manufacturing.",official company product/IR; annual report or regulatory/industry source,"Nanya's official innovation and annual-report materials directly document DRAM process shrinkage, 10nm-class process qualification, DDR product qualification and long-running in-house memory manufacturing.",2,https://www.nanya.com/ESG/en/innovative_technology|https://www.nanya.com/ESG/dist/build2024/dl_files/2023_Annual_Report.pdf,current innovation page; 2023 annual report,HIGH,"The supplied PRIMARY universe has only one member; the single-name set is therefore a coverage fact, not a request to fabricate additional process names.",false,2026-08-09,leader-set-research.v2
,車用功率半導體,車用功率半導體,2241,艾姆勒,0.50,NEEDS_REVIEW,LOW,LOW,NOT_USED_FOR_IDENTITY,MEDIUM,LOW,"The supplied PRIMARY classification includes 2241, but the reviewed public evidence did not establish a durable vehicle-power-semiconductor product identity; it is retained as a classification-review row only.",official company product/IR; annual report or regulatory/industry source,"The supplied PRIMARY classification includes 2241, but the reviewed public evidence did not establish a durable vehicle-power-semiconductor product identity; it is retained as a classification-review row only.",1,https://www.twse.com.tw/pdf/en/2241_en.pdf,current TWSE company profile,LOW,Do not promote until direct company product/annual-report evidence confirms automotive power-semiconductor relevance.,false,2026-08-09,leader-set-research.v2
,車用功率半導體,車用功率半導體,8255,朋程,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Actron's official company profile describes automotive power-semiconductor R&D and products, including automotive diodes, Si IGBT, SiC MOSFET, power modules and power-device wafers/bare dies.",official company product/IR; annual report or regulatory/industry source,"Actron's official company profile describes automotive power-semiconductor R&D and products, including automotive diodes, Si IGBT, SiC MOSFET, power modules and power-device wafers/bare dies.",3,https://www.actron.com.tw/en/about|https://www.actron.com.tw/en/products/power_module|https://www.actron.com.tw/upfiles/pro01651204662.pdf,current company profile; current power-module page; current e-mobility brochure,HIGH,Direct core fit; the set contains one strong member and one likely classification-adjacent member.,true,2026-08-09,leader-set-research.v2
,車用連接器,車用連接器,3023,信邦,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"SINBON's official annual and sustainability materials identify TWSE 3023 as a global integrated connectivity design/manufacturing provider with a durable automotive and EV product focus, including wire harnesses and charging connectors.",official company product/IR; annual report or regulatory/industry source,"SINBON's official annual and sustainability materials identify TWSE 3023 as a global integrated connectivity design/manufacturing provider with a durable automotive and EV product focus, including wire harnesses and charging connectors.",3,https://www.sinbon.com/files/3023_20250527_113%E8%82%A1%E6%9D%B1%E6%9C%83%E5%B9%B4%E5%A0%B1EN.pdf|https://www.sinbon.com/files/2023_Sustainability_Report_EN.pdf|https://www.sinbon.com/files/Brochure_2023_%E9%9B%BB%E5%AD%90%E7%89%88_1211final.pdf,2024 annual report; 2023 sustainability report; 2023 EV charging brochure,HIGH,"SINBON covers medical, industrial, green-energy and communications markets in addition to automotive; 0.75 avoids treating it as an automotive-only specialist.",false,2026-08-09,leader-set-research.v2
,車用連接器,車用連接器,3665,貿聯-KY,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"BizLink's official automotive materials describe high-current, high-temperature vehicle cabling and supply to major vehicle manufacturers, while its high-speed interconnect page covers zonal automotive Ethernet and integrated power/signal connectivity.",official company product/IR; annual report or regulatory/industry source,"BizLink's official automotive materials describe high-current, high-temperature vehicle cabling and supply to major vehicle manufacturers, while its high-speed interconnect page covers zonal automotive Ethernet and integrated power/signal connectivity.",3,https://mobility.bizlinktech.com/applications/automotive/|https://www.bizlinktech.com/products/high-speed-interconnect|https://www.bizlinktech.com/uploads/editor/files/2024%20SDR/2023%20Sustainability%20Report_Eng.pdf,current automotive page; current product page; 2023 sustainability report,HIGH,BizLink is a diversified interconnect group; reuse in high-speed and automotive topics is evidence-based but requires PM double-counting governance.,false,2026-08-09,leader-set-research.v2
,軍工船舶,軍工船舶,2634,漢翔,0.50,NEEDS_REVIEW,LOW,MEDIUM,NOT_USED_FOR_IDENTITY,HIGH,MEDIUM_HIGH,"AIDC is a clear aerospace/defense company, but the reviewed evidence did not establish a direct shipbuilding role; the supplied membership is retained for classification review only.",official company product/IR; annual report or regulatory/industry source,"AIDC is a clear aerospace/defense company, but the reviewed evidence did not establish a direct shipbuilding role; the supplied membership is retained for classification review only.",2,https://www.aidc.com.tw/|https://www.twse.com.tw/pdf/en/2634_en.pdf,current company site; current TWSE profile,LOW,Likely boundary debt between broad defense and military shipbuilding; do not promote.,false,2026-08-09,leader-set-research.v2
,軍工船舶,軍工船舶,6753,龍德造船,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Lungteh's official site identifies naval and patrol-vessel construction, including Taiwan indigenous-defense ship programs and delivered assault/patrol vessels, directly matching military shipbuilding.",official company product/IR; annual report or regulatory/industry source,"Lungteh's official site identifies naval and patrol-vessel construction, including Taiwan indigenous-defense ship programs and delivered assault/patrol vessels, directly matching military shipbuilding.",3,https://www.lungteh.com/about-us|https://www.lungteh.com/zh|https://www.twse.com.tw/pdf/en/6753_en.pdf,current company profile; current Chinese site; current TWSE profile,HIGH,Direct shipbuilding fit; no inference from contract timing or recent share performance.,false,2026-08-09,leader-set-research.v2
,重電,重電,1504,東元,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"TECO's official site identifies TWSE 1504 as a long-running electromechanical group with power transmission/distribution equipment, smart energy, motors and integrated power infrastructure; the heavy-electric identity is durable but diversified.",official company product/IR; annual report or regulatory/industry source,"TECO's official site identifies TWSE 1504 as a long-running electromechanical group with power transmission/distribution equipment, smart energy, motors and integrated power infrastructure; the heavy-electric identity is durable but diversified.",4,https://www.teco.com.tw/en-us/|https://www.teco.com.tw/en-us/products/power-transmission/power-products/|https://www.teco.com.tw/en-us/locations/|https://www.teco.com.tw/Content/filepool/bab7aa20-3904-4b23-918d-802364482933.pdf,current company site; current power-equipment page; current global-operations page; 2024 annual report,HIGH,"TECO spans motors, automation, appliances, EVs and data-center engineering; 0.75 keeps it below a more specialized transformer/distribution representative.",false,2026-08-09,leader-set-research.v2
,重電,重電,1519,華城,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Fortune Electric's official materials identify transformers, distribution panels, switchgear and power equipment as its core revenue categories, with long-running high-voltage, grid and green-energy project capabilities.",official company product/IR; annual report or regulatory/industry source,"Fortune Electric's official materials identify transformers, distribution panels, switchgear and power equipment as its core revenue categories, with long-running high-voltage, grid and green-energy project capabilities.",4,https://www.fortune.com.tw/en/Investor_information1.html|https://www.fortune.com.tw/en/product_catalog.html|https://www.fortune.com.tw/en/about_history.aspx|https://www.fortune.com.tw/en/attached/investor/Annual%20Report/2024_AnnualReport.pdf,current investor profile; current product catalog; current history page; 2024 annual report,HIGH,No material identity conflict for broad heavy-electrical equipment; separate any future transformer-only or EV-charging topic rather than duplicating this weight automatically.,false,2026-08-09,leader-set-research.v2
,鋁電容,鋁電容,2375,凱美,0.50,NEEDS_REVIEW,MEDIUM,LOW,NOT_USED_FOR_IDENTITY,MEDIUM,MEDIUM,"The supplied membership places 2375 in aluminum capacitors, but current direct product evidence was not established sufficiently for promotion.",official company product/IR; annual report or regulatory/industry source,"The supplied membership places 2375 in aluminum capacitors, but current direct product evidence was not established sufficiently for promotion.",1,https://www.twse.com.tw/pdf/en/2375_en.pdf,current TWSE company profile,LOW,Keep NEEDS_REVIEW; no leader claim from passive-component market activity.,false,2026-08-09,leader-set-research.v2
,鋁電容,鋁電容,2472,立隆電,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Lelon’s official catalogue spans polymer solid, hybrid, SMD, leaded, snap-in and screw-terminal aluminum electrolytic capacitors, directly establishing a durable aluminum-capacitor platform.",official company product/IR; annual report or regulatory/industry source,"Lelon’s official catalogue spans polymer solid, hybrid, SMD, leaded, snap-in and screw-terminal aluminum electrolytic capacitors, directly establishing a durable aluminum-capacitor platform.",2,https://www.lelon.com.tw/tw/product.php|https://www.lelon.com.tw/tw/,current product page; current company site,HIGH,Direct aluminum-capacitor specialist; the solid-state topic keeps a separate topic-specific weight.,false,2026-08-09,leader-set-research.v2
,鋁電容,鋁電容,8042,金山電,0.75,NEEDS_REVIEW,HIGH,MEDIUM,NOT_USED_FOR_IDENTITY,MEDIUM,HIGH,"The supplied PRIMARY classification and exchange profile support an aluminum-capacitor identity, but a current official product catalogue was not refreshed in this pass.",official company product/IR; annual report or regulatory/industry source,"The supplied PRIMARY classification and exchange profile support an aluminum-capacitor identity, but a current official product catalogue was not refreshed in this pass.",1,https://www.twse.com.tw/pdf/en/8042_en.pdf,current TWSE company profile,MEDIUM,Needs direct catalogue and scale confirmation before approval.,false,2026-08-09,leader-set-research.v2
,鋼鐵／不鏽鋼材料,鋼鐵／不鏽鋼材料,2002,中鋼,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"China Steel's official profile and annual-report materials identify roughly 10 million metric tons of annual crude-steel capacity, a domestic share above 50% and a broad plate, bar, rod, coil, electrical-steel and galvanized-steel product base.",official company product/IR; annual report or regulatory/industry source,"China Steel's official profile and annual-report materials identify roughly 10 million metric tons of annual crude-steel capacity, a domestic share above 50% and a broad plate, bar, rod, coil, electrical-steel and galvanized-steel product base.",3,https://www.csc.com.tw/csc_e/ch/ch.html|https://www.csc.com.tw/csc_e/ss/fin/pdf/year_report108.pdf|https://www.csc.com.tw/csc_e/esg/index.html,current company profile; annual report; current ESG portal,HIGH,CSC is a broad integrated steel producer rather than a stainless-only specialist; 1.00 is for the supplied broad steel/materials topic.,false,2026-08-09,leader-set-research.v2
,鋼鐵／不鏽鋼材料,鋼鐵／不鏽鋼材料,2007,燁興,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"MOEA registration and TWSE materials identify Yieh Hsing as a long-running steel issuer whose operating scope includes stainless, carbon, alloy and free-cutting steel wire/pipe and related processing.",official company product/IR; annual report or regulatory/industry source,"MOEA registration and TWSE materials identify Yieh Hsing as a long-running steel issuer whose operating scope includes stainless, carbon, alloy and free-cutting steel wire/pipe and related processing.",3,https://findbiz.nat.gov.tw/fts/company/75992214|https://wwwc.twse.com.tw/pdf/ch/2007_ch.pdf|https://www.auics.com.tw/aic/download/7504,current MOEA registry; current TWSE profile; 2024 sustainability report,HIGH,Yieh Hsing is more focused on wire/long products than CSC; 0.75 reflects durable structural fit without equating product breadth.,false,2026-08-09,leader-set-research.v2
,鋼鐵／不鏽鋼材料,鋼鐵／不鏽鋼材料,2027,大成鋼,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"TWSE/company disclosure identifies Ta Chen as a durable stainless-steel and aluminum products producer with integrated stainless products, processing and distribution across North American channels.",official company product/IR; annual report or regulatory/industry source,"TWSE/company disclosure identifies Ta Chen as a durable stainless-steel and aluminum products producer with integrated stainless products, processing and distribution across North American channels.",3,https://wwwc.twse.com.tw/pdf/ch/2027_ch.pdf|https://www.tachen.com.tw/|https://based-cms.goodfinance.com/app/uploads/2025/08/%E5%A4%A7%E6%88%90%E9%8B%BC%E5%85%AC%E9%96%8B%E8%AA%AA%E6%98%8E%E6%9B%B8.pdf,current TWSE profile; current company site; 2025 public prospectus,MEDIUM_HIGH,Ta Chen combines manufacturing and distribution and is not a pure steel-mill peer; 0.75 is a supporting structural representative.,false,2026-08-09,leader-set-research.v2
,開他 AI伺服器供應鏈,開他 AI伺服器供應鏈,3693,營邦,1.00,NEEDS_REVIEW,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"AIC's official annual-report material identifies professional rack servers, industrial-computer/server chassis, storage platforms and high-performance server system platforms as core businesses; its public disclosures also document AI-server barebones, storage and cooling platforms.",official company product/IR; annual report or regulatory/industry source,"AIC's official annual-report material identifies professional rack servers, industrial-computer/server chassis, storage platforms and high-performance server system platforms as core businesses; its public disclosures also document AI-server barebones, storage and cooling platforms.",3,https://www.aicipc.com/|https://www.aicipc.com/image/images/2023_3693_20240627F04_20250106_143955.pdf|https://www.tpex.org.tw/storage/co_report/2014/02/1392799060_10228_CH_%E6%AB%83%E8%B2%B7%E6%96%B0%E6%98%9F_%E4%B8%8A%E6%AB%833693.pdf,current official company site; 2023 annual report; public listing document,MEDIUM_HIGH,The supplied `開他 AI伺服器供應鏈` label is absent from the hierarchy and also appears to be a typo/duplicate of `其他 AI伺服器供應鏈`; this is classification review only. Do not normalize the topic identity silently.,true,2026-08-09,leader-set-research.v2
,離岸風電／鋼構,離岸風電／鋼構,7786,東方風能,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Dong Fang Offshore's official site and TWSE profile describe marine engineering, vessel deployment, construction and long-term offshore-wind operations, directly supporting the offshore-wind engineering layer.",official company product/IR; annual report or regulatory/industry source,"Dong Fang Offshore's official site and TWSE profile describe marine engineering, vessel deployment, construction and long-term offshore-wind operations, directly supporting the offshore-wind engineering layer.",3,https://www.dfo.com.tw/?route=article%2Finvestors|https://www.twse.com.tw/market_insights/zh/detail/8a8216d69a3d6cf9019a7198534a0119|https://www.twse.com.tw/pdf/en/7786_en.pdf,current investor site; current TWSE market-insights profile; current TWSE profile,HIGH,Engineering/operations role differs from Century Steel's subsea-foundation manufacturing; keep topic-specific tiers.,false,2026-08-09,leader-set-research.v2
,離岸風電／鋼構,離岸風電／鋼構,9958,世紀鋼,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Century Steel's official materials document offshore-wind subsea-foundation and transition-piece manufacturing, long-term offshore-wind investment and large steel-structure capability.",official company product/IR; annual report or regulatory/industry source,"Century Steel's official materials document offshore-wind subsea-foundation and transition-piece manufacturing, long-term offshore-wind investment and large steel-structure capability.",3,https://www.century.com.tw/tw/info/31/322|https://www.century.com.tw/tw/info/31/334|https://www.twfhcsec.com.tw/Content/fileredirect?Path=%2Fdoclib6%2F%E6%AA%94%E6%A1%88%2F%E5%85%AC%E9%96%8B%E8%AA%AA%E6%98%8E%E6%9B%B8-9958%E4%B8%96%E7%B4%80%E9%8B%BC.pdf,official offshore-wind governance pages; public prospectus,HIGH,"Direct structural anchor; weight is based on manufacturing/platform role, not current order or price action.",false,2026-08-09,leader-set-research.v2
,雲端資安,雲端資安,6214,精誠,0.75,CANDIDATE,HIGH,MEDIUM_HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"SYSTEX's official positioning includes cloud services and cybersecurity as core capabilities, and its security ecosystem includes managed SOC, endpoint and cloud-oriented services; it is a broad enterprise-cloud/security integrator below specialist ACSI.",official company product/IR; annual report or regulatory/industry source,"SYSTEX's official positioning includes cloud services and cybersecurity as core capabilities, and its security ecosystem includes managed SOC, endpoint and cloud-oriented services; it is a broad enterprise-cloud/security integrator below specialist ACSI.",3,https://tw.systex.com/about_profile/|https://pastevent.cybersec.ithome.com.tw/2021/exhibition-page/24.html|https://www.tpex.org.tw/,current company profile; 2021 Cybersec industry profile; exchange/regulatory portal,MEDIUM_HIGH,The company is highly diversified; refresh with a current cloud-security service catalog before treating it as an immutable top-tier candidate.,false,2026-08-09,leader-set-research.v2
,雲端資安,雲端資安,6690,安碁資訊,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"ACSI explicitly provides Cloud SOC, cloud/ground integrated monitoring and IT-to-OT-to-cloud security operations, supported by its long-running MSSP/SOC identity and company-owned security infrastructure.",official company product/IR; annual report or regulatory/industry source,"ACSI explicitly provides Cloud SOC, cloud/ground integrated monitoring and IT-to-OT-to-cloud security operations, supported by its long-running MSSP/SOC identity and company-owned security infrastructure.",3,https://www.acercsi.com/tw/aboutus/25|https://www.acercsi.com/tw/Index|https://ic.tpex.org.tw/company_chain.php?stk_code=6690,current company profile; current company site; current TPEx industry-chain record,HIGH,"Cloud SOC is a clear service line, but the company also operates on-premise SOC and forensic services; the 1.00 proposal is topic-specific.",false,2026-08-09,leader-set-research.v2
,雲端資安,雲端資安,6752,叡揚,0.75,CANDIDATE,HIGH,MEDIUM_HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"GSS's Vital cloud platform documents current ISO 27001/27017/27018/27701 security certifications, while company materials show cloud-security, zero-trust and application-security capabilities; the cloud-security identity is durable even though endpoint scope remains under review.",official company product/IR; annual report or regulatory/industry source,"GSS's Vital cloud platform documents current ISO 27001/27017/27018/27701 security certifications, while company materials show cloud-security, zero-trust and application-security capabilities; the cloud-security identity is durable even though endpoint scope remains under review.",3,https://www.vitalyun.com/tw/|https://www.gss.com.tw/images/Information_Security_Implementation_Report_20241226.pdf|https://www.cna.com.tw/business/clientB/1488,current cloud-service page; 2024 security implementation report; 2026 company news,MEDIUM_HIGH,"The public evidence is strongest for secure cloud/SaaS operations and partner solutions, not a standalone cloud-security product segment; PM should confirm the topic boundary.",true,2026-08-09,leader-set-research.v2
,雷達與感測,雷達與感測,5222,全訊,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Transcom's official annual report explicitly states that its products are used in defense radar systems, satellites and aircraft communications, with microwave semiconductor and subsystem design/manufacturing capabilities.",official company product/IR; annual report or regulatory/industry source,"Transcom's official annual report explicitly states that its products are used in defense radar systems, satellites and aircraft communications, with microwave semiconductor and subsystem design/manufacturing capabilities.",2,https://www.transcominc.com.tw/upload/ckfinder_upload/files/data/113%E5%B9%B4%E5%B9%B4%E5%A0%B1-%E4%B8%AD%E6%96%87.pdf|https://www.twse.com.tw/pdf/en/5222_en.pdf,2024 annual report; current TWSE profile,HIGH,Direct radar/microwave fit; 5222 is also a defense candidate and requires cross-topic reuse governance.,false,2026-08-09,leader-set-research.v2
,雷達與感測,雷達與感測,7402,邑錡,0.50,NEEDS_REVIEW,LOW,LOW,NOT_USED_FOR_IDENTITY,MEDIUM,LOW,"The supplied PRIMARY classification includes 7402 in radar/sensing, but direct durable product evidence was not established; the row remains a review flag only.",official company product/IR; annual report or regulatory/industry source,"The supplied PRIMARY classification includes 7402 in radar/sensing, but direct durable product evidence was not established; the row remains a review flag only.",1,https://www.twse.com.tw/pdf/en/7402_en.pdf,current TWSE company profile,LOW,Do not promote until direct radar/sensor product and market-recognition evidence is found.,false,2026-08-09,leader-set-research.v2
,電子化學材料,電子化學材料,1773,勝一,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Shiny Chemical's official company profile identifies it as Taiwan's broadest self-manufactured solvent producer, with 26 electronic-grade products and ultra-high-purity solvents for semiconductor processes; electronic chemicals are a durable core business.",official company product/IR; annual report or regulatory/industry source,"Shiny Chemical's official company profile identifies it as Taiwan's broadest self-manufactured solvent producer, with 26 electronic-grade products and ultra-high-purity solvents for semiconductor processes; electronic chemicals are a durable core business.",2,https://www.shinychem.com.tw/index.php?lang=cht&temp=intro|https://www.shinychem.com.tw/,current company profile; current company site,HIGH,"The company also serves coatings, resins and other industrial applications; the 1.00 proposal is limited to its explicit electronic/semiconductor solvent platform.",false,2026-08-09,leader-set-research.v2
,電子化學材料,電子化學材料,1785,光洋科,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Solar Applied Materials' official materials identify thin-film sputtering targets, chemicals and precious-metal materials for semiconductor and electronic applications, supported by a long-running functional-materials platform.",official company product/IR; annual report or regulatory/industry source,"Solar Applied Materials' official materials identify thin-film sputtering targets, chemicals and precious-metal materials for semiconductor and electronic applications, supported by a long-running functional-materials platform.",3,https://www.solartech.com.tw/cn/about/company_info/|https://www.solartech.com.tw/|https://www.solartech.com.tw/download/0/154/,current company profile; current company site; 2025 investor presentation,HIGH,"The issuer serves storage media, display, solar and other industries; keep below a more focused electronic-solvent specialist and govern target-material overlap.",false,2026-08-09,leader-set-research.v2
,電子化學材料,電子化學材料,5434,崇越,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Topco's official/annual-report materials describe a semiconductor and advanced-material distribution/integration platform involving high-purity packaging materials, chemicals, quartz and process-support services; it is a major supply-chain integrator rather than a single-material producer.",official company product/IR; annual report or regulatory/industry source,"Topco's official/annual-report materials describe a semiconductor and advanced-material distribution/integration platform involving high-purity packaging materials, chemicals, quartz and process-support services; it is a major supply-chain integrator rather than a single-material producer.",3,https://www.topco-global.com/wp-content/uploads/2022/05/ANNUAL-110CHN.pdf|https://www.tqp.com.tw/about.html|https://www.topco-global.com/,2021 annual report; current quartz subsidiary profile; current group site,MEDIUM_HIGH,"The group combines distribution, quartz, engineering and environmental services; PM should confirm whether integrators qualify as Leaders for the electronic-chemical-material topic.",false,2026-08-09,leader-set-research.v2
,電感,電感,2327,國巨,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Yageo's official product and corporate materials identify a broad passive-component platform including chip and power inductors, alongside its established global MLCC and resistor business.",official company product/IR; annual report or regulatory/industry source,"Yageo's official product and corporate materials identify a broad passive-component platform including chip and power inductors, alongside its established global MLCC and resistor business.",2,https://www.yageo.com/en|https://www.yageo.com/en/Products/Inductor,current company site; current product page,HIGH,"Diversified passive group; 1.00 is allowed because the supplied topic includes a major global component platform, but PM should avoid double-counting across MLCC and other passive topics.",false,2026-08-09,leader-set-research.v2
,電感,電感,3357,臺慶科,0.75,NEEDS_REVIEW,HIGH,MEDIUM,NOT_USED_FOR_IDENTITY,MEDIUM,HIGH,"The supplied membership identifies 3357 as an inductor-related company, but current direct product and scale evidence was not fully refreshed; retain as a supporting candidate pending IR review.",official company product/IR; annual report or regulatory/industry source,"The supplied membership identifies 3357 as an inductor-related company, but current direct product and scale evidence was not fully refreshed; retain as a supporting candidate pending IR review.",1,https://www.twse.com.tw/pdf/en/3357_en.pdf,current TWSE company profile,MEDIUM,Needs current official inductor catalogue or annual-report product mix.,false,2026-08-09,leader-set-research.v2
,電感,電感,6821,聯寶,0.50,NEEDS_REVIEW,MEDIUM_HIGH,MEDIUM,NOT_USED_FOR_IDENTITY,MEDIUM,HIGH,"The supplied PRIMARY membership supports an inductor/passive-component identity, but direct current public evidence was not yet sufficient to promote 6821.",official company product/IR; annual report or regulatory/industry source,"The supplied PRIMARY membership supports an inductor/passive-component identity, but direct current public evidence was not yet sufficient to promote 6821.",1,https://www.twse.com.tw/pdf/en/6821_en.pdf,current TWSE company profile,MEDIUM,Keep NEEDS_REVIEW pending direct product evidence.,false,2026-08-09,leader-set-research.v2
,顯卡,顯卡,2376,技嘉,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"GIGABYTE's official product pages and annual-report materials document a durable graphics-card platform across NVIDIA and AMD GPUs, including current gaming, creator and AI-capable graphics products.",official company product/IR; annual report or regulatory/industry source,"GIGABYTE's official product pages and annual-report materials document a durable graphics-card platform across NVIDIA and AMD GPUs, including current gaming, creator and AI-capable graphics products.",3,https://www.gigabyte.com/Graphics-Card/1-GB|https://www.gigabyte.com/Graphics-Card/GV-N5080GAMING-16GD|https://www.gigabyte.com/FileUpload/Global/SiteMap/83/images/AnnualReportEng-2024.pdf,current graphics-card catalog; current RTX product page; 2024 annual report,HIGH,"GIGABYTE also has motherboards, servers and other hardware; 1.00 is for the supplied 顯卡 topic and not a judgment on total-company scale.",false,2026-08-09,leader-set-research.v2
,顯卡,顯卡,2377,微星,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"MSI's official graphics-card catalog and annual report identify graphics cards as a long-running core product line, with the company established around gaming hardware and a graphics-card product history dating back to 1991.",official company product/IR; annual report or regulatory/industry source,"MSI's official graphics-card catalog and annual report identify graphics cards as a long-running core product line, with the company established around gaming hardware and a graphics-card product history dating back to 1991.",3,https://www.msi.com/Graphics-Cards|https://storage-asset.msi.com/file/pdf/investor/book/2023-annual-report.pdf|https://www.msi.com/page/stockinfomation,current graphics-card catalog; 2023 annual report; current investor page,HIGH,Two 1.00 names are justified as distinct top-tier Taiwanese graphics-card brands; PM should confirm whether both may be retained or one should be 0.75.,false,2026-08-09,leader-set-research.v2
