instrument_code,instrument_name,market_code,topic_role,topic_name,topic_parent,topic_enabled,topic_level,topic_role_in_hierarchy,topic_weight_in_hierarchy,stock_topic_weight,topic_description,group_status,mapping_status,research_version
6591,動力-KY,TPE,PRIMARY,散熱零組件,熱管理,Y,D,主流,0.9,1.2,散熱器、扣件、風扇零件、熱介面材料等零組件，但非完整風冷／液冷系統。,啟用,MATCHED,topic-universe-mapping.v1
6805,富世達,TPE,PRIMARY,散熱零組件,熱管理,Y,D,主流,0.9,1.5,散熱器、扣件、風扇零件、熱介面材料等零組件，但非完整風冷／液冷系統。,啟用,MATCHED,topic-universe-mapping.v1
6831,邁科,TPE,PRIMARY,散熱零組件,熱管理,Y,D,主流,0.9,1.3,散熱器、扣件、風扇零件、熱介面材料等零組件，但非完整風冷／液冷系統。,啟用,MATCHED,topic-universe-mapping.v1
8996,高力,TPE,PRIMARY,散熱零組件,熱管理,Y,D,主流,0.9,1.5,散熱器、扣件、風扇零件、熱介面材料等零組件，但非完整風冷／液冷系統。,啟用,MATCHED,topic-universe-mapping.v1
2330,台積電,TPE,PRIMARY,晶圓代工,半導體製造,Y,X,核心,1,1.5,受託晶圓製造、純晶圓代工與晶圓製造服務；不因公司設有自有晶圓廠就自動收錄。,啟用,MATCHED,topic-universe-mapping.v1
4991,環宇-KY,TWO,PRIMARY,晶圓代工,半導體製造,Y,X,核心,1,1.4,受託晶圓製造、純晶圓代工與晶圓製造服務；不因公司設有自有晶圓廠就自動收錄。,啟用,MATCHED,topic-universe-mapping.v1
5347,世界,TWO,PRIMARY,晶圓代工,半導體製造,Y,X,核心,1,1.4,受託晶圓製造、純晶圓代工與晶圓製造服務；不因公司設有自有晶圓廠就自動收錄。,啟用,MATCHED,topic-universe-mapping.v1
5434,崇越,TPE,PRIMARY,晶圓材料,,,大族群,,,1.4,晶圓材料主大族群，彙整所屬正式細題材之觀察與市場表現。,啟用,UNMAPPED_TOPIC,topic-universe-mapping.v1
3034,聯詠,TPE,PRIMARY,核心 IC設計,,,,,,1.5,,,UNMAPPED_TOPIC,topic-universe-mapping.v1
2359,所羅門,TPE,SECONDARY,機器人系統整合,自動化與機器人,Y,D,主流,0.8,0.9,機器人本體、AMR／AGV、機器人整合、智慧工廠與自動化專案服務。,啟用,MATCHED,topic-universe-mapping.v1
2464,盟立,TPE,SECONDARY,機器人系統整合,自動化與機器人,Y,D,主流,0.8,0.9,機器人本體、AMR／AGV、機器人整合、智慧工廠與自動化專案服務。,啟用,MATCHED,topic-universe-mapping.v1
4585,達明,TPE,SECONDARY,機器人系統整合,自動化與機器人,Y,D,主流,0.8,0.9,機器人本體、AMR／AGV、機器人整合、智慧工廠與自動化專案服務。,啟用,MATCHED,topic-universe-mapping.v1
6188,廣明,TWO,SECONDARY,機器人系統整合,自動化與機器人,Y,D,主流,0.8,0.9,機器人本體、AMR／AGV、機器人整合、智慧工廠與自動化專案服務。,啟用,MATCHED,topic-universe-mapping.v1
6215,和椿,TPE,SECONDARY,機器人系統整合,自動化與機器人,Y,D,主流,0.8,0.9,機器人本體、AMR／AGV、機器人整合、智慧工廠與自動化專案服務。,啟用,MATCHED,topic-universe-mapping.v1
6414,樺漢,TPE,SECONDARY,機器人系統整合,自動化與機器人,Y,D,主流,0.8,0.8,機器人本體、AMR／AGV、機器人整合、智慧工廠與自動化專案服務。,啟用,MATCHED,topic-universe-mapping.v1
7750,新代,TPE,SECONDARY,機器人系統整合,自動化與機器人,Y,D,主流,0.8,0.8,機器人本體、AMR／AGV、機器人整合、智慧工廠與自動化專案服務。,啟用,MATCHED,topic-universe-mapping.v1
8374,羅昇,TPE,SECONDARY,機器人系統整合,自動化與機器人,Y,D,主流,0.8,0.8,機器人本體、AMR／AGV、機器人整合、智慧工廠與自動化專案服務。,啟用,MATCHED,topic-universe-mapping.v1
1597,直得,TPE,PRIMARY,機器人零組件,自動化與機器人,Y,A,核心,1,1.2,馬達、伺服、減速機、線性滑軌、滾珠螺桿、控制器、致動器與精密定位。,啟用,MATCHED,topic-universe-mapping.v1
2049,上銀,TPE,PRIMARY,機器人零組件,自動化與機器人,Y,A,核心,1,1.4,馬達、伺服、減速機、線性滑軌、滾珠螺桿、控制器、致動器與精密定位。,啟用,MATCHED,topic-universe-mapping.v1
2359,所羅門,TPE,PRIMARY,機器人零組件,自動化與機器人,Y,A,核心,1,1.5,馬達、伺服、減速機、線性滑軌、滾珠螺桿、控制器、致動器與精密定位。,啟用,MATCHED,topic-universe-mapping.v1
4540,全球傳動,TPE,PRIMARY,機器人零組件,自動化與機器人,Y,A,核心,1,1.3,馬達、伺服、減速機、線性滑軌、滾珠螺桿、控制器、致動器與精密定位。,啟用,MATCHED,topic-universe-mapping.v1
4576,大銀微系統,TPE,PRIMARY,機器人零組件,自動化與機器人,Y,A,核心,1,1.4,馬達、伺服、減速機、線性滑軌、滾珠螺桿、控制器、致動器與精密定位。,啟用,MATCHED,topic-universe-mapping.v1
4585,達明,TPE,PRIMARY,機器人零組件,自動化與機器人,Y,A,核心,1,1.5,馬達、伺服、減速機、線性滑軌、滾珠螺桿、控制器、致動器與精密定位。,啟用,MATCHED,topic-universe-mapping.v1
6188,廣明,TWO,PRIMARY,機器人零組件,自動化與機器人,Y,A,核心,1,1.4,馬達、伺服、減速機、線性滑軌、滾珠螺桿、控制器、致動器與精密定位。,啟用,MATCHED,topic-universe-mapping.v1
1536,和大,TPE,SECONDARY,機器人零組件,自動化與機器人,Y,A,核心,1,0.6,馬達、伺服、減速機、線性滑軌、滾珠螺桿、控制器、致動器與精密定位。,啟用,MATCHED,topic-universe-mapping.v1
1590,亞德客-KY,TPE,SECONDARY,機器人零組件,自動化與機器人,Y,A,核心,1,0.7,馬達、伺服、減速機、線性滑軌、滾珠螺桿、控制器、致動器與精密定位。,啟用,MATCHED,topic-universe-mapping.v1
6215,和椿,TPE,SECONDARY,機器人零組件,自動化與機器人,Y,A,核心,1,0.9,馬達、伺服、減速機、線性滑軌、滾珠螺桿、控制器、致動器與精密定位。,啟用,MATCHED,topic-universe-mapping.v1
7750,新代,TPE,SECONDARY,機器人零組件,自動化與機器人,Y,A,核心,1,0.8,馬達、伺服、減速機、線性滑軌、滾珠螺桿、控制器、致動器與精密定位。,啟用,MATCHED,topic-universe-mapping.v1
2359,所羅門,TPE,PRIMARY,機器視覺,AI視覺,Y,D,核心,1,1.5,工業相機、鏡頭、3D 視覺、視覺感測與機器視覺系統。,啟用,MATCHED,topic-universe-mapping.v1
3008,大立光,TPE,PRIMARY,機器視覺,AI視覺,Y,D,核心,1,1.4,工業相機、鏡頭、3D 視覺、視覺感測與機器視覺系統。,啟用,MATCHED,topic-universe-mapping.v1
3362,先進光,TWO,PRIMARY,機器視覺,AI視覺,Y,D,核心,1,1.3,工業相機、鏡頭、3D 視覺、視覺感測與機器視覺系統。,啟用,MATCHED,topic-universe-mapping.v1
4585,達明,TPE,PRIMARY,機器視覺,AI視覺,Y,D,核心,1,1.5,工業相機、鏡頭、3D 視覺、視覺感測與機器視覺系統。,啟用,MATCHED,topic-universe-mapping.v1
6188,廣明,TWO,PRIMARY,機器視覺,AI視覺,Y,D,核心,1,1.4,工業相機、鏡頭、3D 視覺、視覺感測與機器視覺系統。,啟用,MATCHED,topic-universe-mapping.v1
6742,澤米,TPE,PRIMARY,機器視覺,AI視覺,Y,D,核心,1,1.3,工業相機、鏡頭、3D 視覺、視覺感測與機器視覺系統。,啟用,MATCHED,topic-universe-mapping.v1
7402,邑錡,TWO,PRIMARY,機器視覺,AI視覺,Y,D,核心,1,1.3,工業相機、鏡頭、3D 視覺、視覺感測與機器視覺系統。,啟用,MATCHED,topic-universe-mapping.v1
8374,羅昇,TPE,PRIMARY,機器視覺,AI視覺,Y,D,核心,1,1.4,工業相機、鏡頭、3D 視覺、視覺感測與機器視覺系統。,啟用,MATCHED,topic-universe-mapping.v1
3535,晶彩科,TPE,SECONDARY,機器視覺,AI視覺,Y,D,核心,1,0.7,工業相機、鏡頭、3D 視覺、視覺感測與機器視覺系統。,啟用,MATCHED,topic-universe-mapping.v1
8033,雷虎,TPE,SECONDARY,機器視覺,AI視覺,Y,D,核心,1,0.7,工業相機、鏡頭、3D 視覺、視覺感測與機器視覺系統。,啟用,MATCHED,topic-universe-mapping.v1
2308,台達電,TPE,PRIMARY,液冷散熱,熱管理,Y,D,核心,1,1.5,冷板、泵浦、管路、快接頭、CDU、冷卻液與液冷系統整合。,啟用,MATCHED,topic-universe-mapping.v1
3017,奇鋐,TPE,PRIMARY,液冷散熱,熱管理,Y,D,核心,1,1.5,冷板、泵浦、管路、快接頭、CDU、冷卻液與液冷系統整合。,啟用,MATCHED,topic-universe-mapping.v1
3324,雙鴻,TWO,PRIMARY,液冷散熱,熱管理,Y,D,核心,1,1.5,冷板、泵浦、管路、快接頭、CDU、冷卻液與液冷系統整合。,啟用,MATCHED,topic-universe-mapping.v1
4556,旭然,TWO,PRIMARY,液冷散熱,熱管理,Y,D,核心,1,1.3,冷板、泵浦、管路、快接頭、CDU、冷卻液與液冷系統整合。,啟用,MATCHED,topic-universe-mapping.v1
8996,高力,TPE,PRIMARY,液冷散熱,熱管理,Y,D,核心,1,1.5,冷板、泵浦、管路、快接頭、CDU、冷卻液與液冷系統整合。,啟用,MATCHED,topic-universe-mapping.v1
2241,艾姆勒,TPE,SECONDARY,液冷散熱,熱管理,Y,D,核心,1,0.7,冷板、泵浦、管路、快接頭、CDU、冷卻液與液冷系統整合。,啟用,MATCHED,topic-universe-mapping.v1
2301,光寶科,TPE,SECONDARY,液冷散熱,熱管理,Y,D,核心,1,0.9,冷板、泵浦、管路、快接頭、CDU、冷卻液與液冷系統整合。,啟用,MATCHED,topic-universe-mapping.v1
2421,建準,TPE,SECONDARY,液冷散熱,熱管理,Y,D,核心,1,0.9,冷板、泵浦、管路、快接頭、CDU、冷卻液與液冷系統整合。,啟用,MATCHED,topic-universe-mapping.v1
3013,晟銘電,TPE,SECONDARY,液冷散熱,熱管理,Y,D,核心,1,0.8,冷板、泵浦、管路、快接頭、CDU、冷卻液與液冷系統整合。,啟用,MATCHED,topic-universe-mapping.v1
3338,泰碩,TPE,SECONDARY,液冷散熱,熱管理,Y,D,核心,1,0.7,冷板、泵浦、管路、快接頭、CDU、冷卻液與液冷系統整合。,啟用,MATCHED,topic-universe-mapping.v1
3483,力致,TWO,SECONDARY,液冷散熱,熱管理,Y,D,核心,1,0.7,冷板、泵浦、管路、快接頭、CDU、冷卻液與液冷系統整合。,啟用,MATCHED,topic-universe-mapping.v1
7402,邑錡,TWO,PRIMARY,無人機,軍工國防,Y,B,核心,1,1.3,無人機、無人載具、飛控、任務系統與軍用／商用無人系統。,啟用,MATCHED,topic-universe-mapping.v1
8033,雷虎,TPE,PRIMARY,無人機,軍工國防,Y,B,核心,1,1.4,無人機、無人載具、飛控、任務系統與軍用／商用無人系統。,啟用,MATCHED,topic-universe-mapping.v1
2424,隴華,TPE,SECONDARY,無人機,軍工國防,Y,B,核心,1,0,無人機、無人載具、飛控、任務系統與軍用／商用無人系統。,啟用,MATCHED,topic-universe-mapping.v1
2630,亞航,TPE,SECONDARY,無人機,軍工國防,Y,B,核心,1,0.6,無人機、無人載具、飛控、任務系統與軍用／商用無人系統。,啟用,MATCHED,topic-universe-mapping.v1
5371,中光電,TWO,SECONDARY,無人機,軍工國防,Y,B,核心,1,0.7,無人機、無人載具、飛控、任務系統與軍用／商用無人系統。,啟用,MATCHED,topic-universe-mapping.v1
6517,保勝光學,TWO,SECONDARY,無人機,軍工國防,Y,B,核心,1,0.7,無人機、無人載具、飛控、任務系統與軍用／商用無人系統。,啟用,MATCHED,topic-universe-mapping.v1
7714,創泓科,TWO,SECONDARY,無人機,軍工國防,Y,B,核心,1,0.7,無人機、無人載具、飛控、任務系統與軍用／商用無人系統。,啟用,MATCHED,topic-universe-mapping.v1
2535,達欣工,TPE,PRIMARY,營建工程,建設開發,Y,D,核心,0.9,1.3,營造、工程承攬、公共工程、機電工程與基礎建設施工。,啟用,MATCHED,topic-universe-mapping.v1
2546,根基,TPE,PRIMARY,營建工程,建設開發,Y,D,核心,0.9,1.3,營造、工程承攬、公共工程、機電工程與基礎建設施工。,啟用,MATCHED,topic-universe-mapping.v1
6691,洋基工程,TPE,PRIMARY,營建工程,建設開發,Y,D,核心,0.9,1.4,營造、工程承攬、公共工程、機電工程與基礎建設施工。,啟用,MATCHED,topic-universe-mapping.v1
2520,冠德,TPE,SECONDARY,營建工程,建設開發,Y,D,核心,0.9,0.8,營造、工程承攬、公共工程、機電工程與基礎建設施工。,啟用,MATCHED,topic-universe-mapping.v1
2527,宏璟,TPE,SECONDARY,營建工程,建設開發,Y,D,核心,0.9,0.7,營造、工程承攬、公共工程、機電工程與基礎建設施工。,啟用,MATCHED,topic-universe-mapping.v1
5519,隆大,TPE,SECONDARY,營建工程,建設開發,Y,D,核心,0.9,0.7,營造、工程承攬、公共工程、機電工程與基礎建設施工。,啟用,MATCHED,topic-universe-mapping.v1
2303,聯電,TPE,SECONDARY,特殊製程,半導體製造,Y,X,主流,0.8,0.7,RF、BCD、CIS、MEMS、嵌入式非揮發記憶體等特殊製程平台。,啟用,MATCHED,topic-universe-mapping.v1
2342,茂矽,TPE,SECONDARY,特殊製程,半導體製造,Y,X,主流,0.8,0.7,RF、BCD、CIS、MEMS、嵌入式非揮發記憶體等特殊製程平台。,啟用,MATCHED,topic-universe-mapping.v1
5347,世界,TWO,SECONDARY,特殊製程,半導體製造,Y,X,主流,0.8,0.7,RF、BCD、CIS、MEMS、嵌入式非揮發記憶體等特殊製程平台。,啟用,MATCHED,topic-universe-mapping.v1
6770,力積電,TPE,SECONDARY,特殊製程,半導體製造,Y,X,主流,0.8,0.7,RF、BCD、CIS、MEMS、嵌入式非揮發記憶體等特殊製程平台。,啟用,MATCHED,topic-universe-mapping.v1
1584,精剛,TWO,PRIMARY,特殊鋼／高性能合金,傳統產業材料,Y,X,主流,0.9,1.3,高性能鋼、鎳基／鈦合金、航太與能源用特殊合金。,啟用,MATCHED,topic-universe-mapping.v1
3004,豐達科,TPE,PRIMARY,特殊鋼／高性能合金,傳統產業材料,Y,X,主流,0.9,1.3,高性能鋼、鎳基／鈦合金、航太與能源用特殊合金。,啟用,MATCHED,topic-universe-mapping.v1
2002,中鋼,TPE,SECONDARY,特殊鋼／高性能合金,傳統產業材料,Y,X,主流,0.9,0.8,高性能鋼、鎳基／鈦合金、航太與能源用特殊合金。,啟用,MATCHED,topic-universe-mapping.v1
2351,順德,TPE,SECONDARY,特殊鋼／高性能合金,傳統產業材料,Y,X,主流,0.9,0.7,高性能鋼、鎳基／鈦合金、航太與能源用特殊合金。,啟用,MATCHED,topic-universe-mapping.v1
5285,界霖,TPE,SECONDARY,特殊鋼／高性能合金,傳統產業材料,Y,X,主流,0.9,0.7,高性能鋼、鎳基／鈦合金、航太與能源用特殊合金。,啟用,MATCHED,topic-universe-mapping.v1
6548,長科*,TWO,SECONDARY,特殊鋼／高性能合金,傳統產業材料,Y,X,主流,0.9,0,高性能鋼、鎳基／鈦合金、航太與能源用特殊合金。,啟用,MATCHED,topic-universe-mapping.v1
6405,悅城,TPE,PRIMARY,玻璃基板,半導體設備與製程,Y,X,主流,0.9,1.4,半導體封裝用玻璃基板、玻璃載板、TGV、玻璃加工／檢測；顯示器玻璃若非半導體或封裝用途，應改看顯示相關題材。,啟用,MATCHED,topic-universe-mapping.v1
6742,澤米,TPE,PRIMARY,玻璃基板,半導體設備與製程,Y,X,主流,0.9,1.3,半導體封裝用玻璃基板、玻璃載板、TGV、玻璃加工／檢測；顯示器玻璃若非半導體或封裝用途，應改看顯示相關題材。,啟用,MATCHED,topic-universe-mapping.v1
1568,倉佑,TPE,SECONDARY,玻璃基板,半導體設備與製程,Y,X,主流,0.9,0.7,半導體封裝用玻璃基板、玻璃載板、TGV、玻璃加工／檢測；顯示器玻璃若非半導體或封裝用途，應改看顯示相關題材。,啟用,MATCHED,topic-universe-mapping.v1
1802,台玻,TPE,SECONDARY,玻璃基板,半導體設備與製程,Y,X,主流,0.9,0.6,半導體封裝用玻璃基板、玻璃載板、TGV、玻璃加工／檢測；顯示器玻璃若非半導體或封裝用途，應改看顯示相關題材。,啟用,MATCHED,topic-universe-mapping.v1
2464,盟立,TPE,SECONDARY,玻璃基板,半導體設備與製程,Y,X,主流,0.9,0.9,半導體封裝用玻璃基板、玻璃載板、TGV、玻璃加工／檢測；顯示器玻璃若非半導體或封裝用途，應改看顯示相關題材。,啟用,MATCHED,topic-universe-mapping.v1
6207,雷科,TWO,SECONDARY,玻璃基板,半導體設備與製程,Y,X,主流,0.9,0.8,半導體封裝用玻璃基板、玻璃載板、TGV、玻璃加工／檢測；顯示器玻璃若非半導體或封裝用途，應改看顯示相關題材。,啟用,MATCHED,topic-universe-mapping.v1
8027,鈦昇,TWO,SECONDARY,玻璃基板,半導體設備與製程,Y,X,主流,0.9,0.9,半導體封裝用玻璃基板、玻璃載板、TGV、玻璃加工／檢測；顯示器玻璃若非半導體或封裝用途，應改看顯示相關題材。,啟用,MATCHED,topic-universe-mapping.v1
8064,東捷,TWO,SECONDARY,玻璃基板,半導體設備與製程,Y,X,主流,0.9,0.0,半導體封裝用玻璃基板、玻璃載板、TGV、玻璃加工／檢測；顯示器玻璃若非半導體或封裝用途，應改看顯示相關題材。,啟用,MATCHED,topic-universe-mapping.v1
1303,南亞,TPE,PRIMARY,玻纖布,高頻電子材料,Y,X,主流,0.9,1.2,電子級玻纖布、低介電／低損耗玻纖布與 CCL 用玻璃纖維材料。一般紡織玻纖不收錄。,啟用,MATCHED,topic-universe-mapping.v1
1802,台玻,TPE,PRIMARY,玻纖布,高頻電子材料,Y,X,主流,0.9,1.3,電子級玻纖布、低介電／低損耗玻纖布與 CCL 用玻璃纖維材料。一般紡織玻纖不收錄。,啟用,MATCHED,topic-universe-mapping.v1
1815,富喬,TWO,PRIMARY,玻纖布,高頻電子材料,Y,X,主流,0.9,1.3,電子級玻纖布、低介電／低損耗玻纖布與 CCL 用玻璃纖維材料。一般紡織玻纖不收錄。,啟用,MATCHED,topic-universe-mapping.v1
5340,建榮,TWO,PRIMARY,玻纖布,高頻電子材料,Y,X,主流,0.9,1.3,電子級玻纖布、低介電／低損耗玻纖布與 CCL 用玻璃纖維材料。一般紡織玻纖不收錄。,啟用,MATCHED,topic-universe-mapping.v1
2484,希華,TPE,PRIMARY,石英元件,被動元件,Y,X,次主流,0.7,1.2,石英晶體、振盪器、TCXO、頻率控制與時脈元件。,啟用,MATCHED,topic-universe-mapping.v1
3042,晶技,TPE,PRIMARY,石英元件,被動元件,Y,X,次主流,0.7,1.3,石英晶體、振盪器、TCXO、頻率控制與時脈元件。,啟用,MATCHED,topic-universe-mapping.v1
3221,台嘉碩,TWO,PRIMARY,石英元件,被動元件,Y,X,次主流,0.7,1.2,石英晶體、振盪器、TCXO、頻率控制與時脈元件。,啟用,MATCHED,topic-universe-mapping.v1
6174,安碁,TWO,PRIMARY,石英元件,被動元件,Y,X,次主流,0.7,1.3,石英晶體、振盪器、TCXO、頻率控制與時脈元件。,啟用,MATCHED,topic-universe-mapping.v1
8182,加高,TWO,PRIMARY,石英元件,被動元件,Y,X,次主流,0.7,1.2,石英晶體、振盪器、TCXO、頻率控制與時脈元件。,啟用,MATCHED,topic-universe-mapping.v1
3081,聯亞,TWO,PRIMARY,矽光子,通訊與光電,Y,X,主流,0.9,1.5,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
3163,波若威,TWO,PRIMARY,矽光子,通訊與光電,Y,X,主流,0.9,1.4,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
3339,泰谷,TWO,PRIMARY,矽光子,通訊與光電,Y,X,主流,0.9,1.2,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
3363,上詮,TWO,PRIMARY,矽光子,通訊與光電,Y,X,主流,0.9,1.5,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
3450,聯鈞,TPE,PRIMARY,矽光子,通訊與光電,Y,X,主流,0.9,1.5,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
4908,前鼎,TWO,PRIMARY,矽光子,通訊與光電,Y,X,主流,0.9,1.5,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
4977,眾達-KY,TPE,PRIMARY,矽光子,通訊與光電,Y,X,主流,0.9,1.5,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
4979,華星光,TWO,PRIMARY,矽光子,通訊與光電,Y,X,主流,0.9,1.5,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
6426,統新,TPE,PRIMARY,矽光子,通訊與光電,Y,X,主流,0.9,1.3,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
6442,光聖,TPE,PRIMARY,矽光子,通訊與光電,Y,X,主流,0.9,1.5,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
6451,訊芯-KY,TPE,PRIMARY,矽光子,通訊與光電,Y,X,主流,0.9,1.5,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
8111,立碁,TWO,PRIMARY,矽光子,通訊與光電,Y,X,主流,0.9,1.3,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
3234,光環,TWO,SECONDARY,矽光子,通訊與光電,Y,X,主流,0.9,0.6,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
4991,環宇-KY,TWO,SECONDARY,矽光子,通訊與光電,Y,X,主流,0.9,0.8,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
6830,汎銓,TPE,SECONDARY,矽光子,通訊與光電,Y,X,主流,0.9,0.7,矽光子晶片、光引擎、CPO／LPO、光電整合與資料中心高速光傳輸。,啟用,MATCHED,topic-universe-mapping.v1
3029,零壹,TPE,PRIMARY,端點資安,資安服務,Y,X,主流,0.9,1.3,EDR、端點防護、行動／PC／伺服器端資安軟體。,啟用,MATCHED,topic-universe-mapping.v1
3147,大綜,TWO,PRIMARY,端點資安,資安服務,Y,X,主流,0.9,1.3,EDR、端點防護、行動／PC／伺服器端資安軟體。,啟用,MATCHED,topic-universe-mapping.v1
5410,國眾,TWO,PRIMARY,端點資安,資安服務,Y,X,主流,0.9,1.2,EDR、端點防護、行動／PC／伺服器端資安軟體。,啟用,MATCHED,topic-universe-mapping.v1
6112,邁達特,TPE,PRIMARY,端點資安,資安服務,Y,X,主流,0.9,1.4,EDR、端點防護、行動／PC／伺服器端資安軟體。,啟用,MATCHED,topic-universe-mapping.v1
6214,精誠,TPE,PRIMARY,端點資安,資安服務,Y,X,主流,0.9,1.5,EDR、端點防護、行動／PC／伺服器端資安軟體。,啟用,MATCHED,topic-universe-mapping.v1
6690,安碁資訊,TWO,PRIMARY,端點資安,資安服務,Y,X,主流,0.9,1.4,EDR、端點防護、行動／PC／伺服器端資安軟體。,啟用,MATCHED,topic-universe-mapping.v1
6752,叡揚,TWO,PRIMARY,端點資安,資安服務,Y,X,主流,0.9,1.4,EDR、端點防護、行動／PC／伺服器端資安軟體。,啟用,MATCHED,topic-universe-mapping.v1
7714,創泓科,TWO,PRIMARY,端點資安,資安服務,Y,X,主流,0.9,1.4,EDR、端點防護、行動／PC／伺服器端資安軟體。,啟用,MATCHED,topic-universe-mapping.v1
1342,八貫,TPE,PRIMARY,紡織,傳統產業材料,Y,D,主流,0.8,1.1,紡紗、織布、成衣、機能布與紡織材料。,啟用,MATCHED,topic-universe-mapping.v1
1451,年興,TPE,PRIMARY,紡織,傳統產業材料,Y,D,主流,0.8,1.0,紡紗、織布、成衣、機能布與紡織材料。,啟用,MATCHED,topic-universe-mapping.v1
1474,弘裕,TPE,PRIMARY,紡織,傳統產業材料,Y,D,主流,0.8,1.1,紡紗、織布、成衣、機能布與紡織材料。,啟用,MATCHED,topic-universe-mapping.v1
1476,儒鴻,TPE,PRIMARY,紡織,傳統產業材料,Y,D,主流,0.8,1.3,紡紗、織布、成衣、機能布與紡織材料。,啟用,MATCHED,topic-universe-mapping.v1
3029,零壹,TPE,PRIMARY,網路資安,資安服務,Y,D,核心,1,1.3,網路防火牆、SOC、零信任、網路監控、入侵偵測與企業網路防護。,啟用,MATCHED,topic-universe-mapping.v1
3147,大綜,TWO,PRIMARY,網路資安,資安服務,Y,D,核心,1,1.3,網路防火牆、SOC、零信任、網路監控、入侵偵測與企業網路防護。,啟用,MATCHED,topic-universe-mapping.v1
3564,其陽,TWO,PRIMARY,網路資安,資安服務,Y,D,核心,1,1.3,網路防火牆、SOC、零信任、網路監控、入侵偵測與企業網路防護。,啟用,MATCHED,topic-universe-mapping.v1
5410,國眾,TWO,PRIMARY,網路資安,資安服務,Y,D,核心,1,1.2,網路防火牆、SOC、零信任、網路監控、入侵偵測與企業網路防護。,啟用,MATCHED,topic-universe-mapping.v1
6112,邁達特,TPE,PRIMARY,網路資安,資安服務,Y,D,核心,1,1.4,網路防火牆、SOC、零信任、網路監控、入侵偵測與企業網路防護。,啟用,MATCHED,topic-universe-mapping.v1
6214,精誠,TPE,PRIMARY,網路資安,資安服務,Y,D,核心,1,1.5,網路防火牆、SOC、零信任、網路監控、入侵偵測與企業網路防護。,啟用,MATCHED,topic-universe-mapping.v1
6416,瑞祺電通,TPE,PRIMARY,網路資安,資安服務,Y,D,核心,1,1.3,網路防火牆、SOC、零信任、網路監控、入侵偵測與企業網路防護。,啟用,MATCHED,topic-universe-mapping.v1
6690,安碁資訊,TWO,PRIMARY,網路資安,資安服務,Y,D,核心,1,1.4,網路防火牆、SOC、零信任、網路監控、入侵偵測與企業網路防護。,啟用,MATCHED,topic-universe-mapping.v1
6752,叡揚,TWO,PRIMARY,網路資安,資安服務,Y,D,核心,1,1.4,網路防火牆、SOC、零信任、網路監控、入侵偵測與企業網路防護。,啟用,MATCHED,topic-universe-mapping.v1
7714,創泓科,TWO,PRIMARY,網路資安,資安服務,Y,D,核心,1,1.4,網路防火牆、SOC、零信任、網路監控、入侵偵測與企業網路防護。,啟用,MATCHED,topic-universe-mapping.v1
2314,台揚,TPE,PRIMARY,網通,通訊與光電,Y,B,核心,1,1.3,交換器、路由器、Wi-Fi、企業網路、資料中心網路與網通設備。,啟用,MATCHED,topic-universe-mapping.v1
2332,友訊,TPE,PRIMARY,網通,通訊與光電,Y,B,核心,1,1.1,交換器、路由器、Wi-Fi、企業網路、資料中心網路與網通設備。,啟用,MATCHED,topic-universe-mapping.v1
2345,智邦,TPE,PRIMARY,網通,通訊與光電,Y,B,核心,1,1.5,交換器、路由器、Wi-Fi、企業網路、資料中心網路與網通設備。,啟用,MATCHED,topic-universe-mapping.v1
2413,環科,TPE,PRIMARY,網通,通訊與光電,Y,B,核心,1,1.2,交換器、路由器、Wi-Fi、企業網路、資料中心網路與網通設備。,啟用,MATCHED,topic-universe-mapping.v1
